Time	rain	temp	wdsp	clamt	Clontarf - James Larkin Rd	Clontarf - Pebble Beach Carpark	Griffith Avenue (Clare Rd Side)	Griffith Avenue (Lane Side)	Grove Road Totem	Richmond Street Cyclists 1	Richmond Street Cyclists 2
2022-09-01T00:00:00Z	0	13	6	6	6	8	0	0	33	25	8
2022-09-01T01:00:00Z	0	13.6	7	6	1	2	0	0	8	3	1
2022-09-01T02:00:00Z	0	14	6	6	1	2	0	0	5	7	6
2022-09-01T03:00:00Z	0	14.4	5	6	0	0	0	0	6	7	3
2022-09-01T04:00:00Z	0	14.4	5	7	1	3	0	0	2	2	2
2022-09-01T05:00:00Z	0	13.5	6	7	21	26	0	0	39	2	9
2022-09-01T06:00:00Z	0	14.2	6	7	30	44	0	0	132	9	40
2022-09-01T07:00:00Z	0	15	8	7	89	111	0	0	324	43	88
2022-09-01T08:00:00Z	0	15.5	9	7	123	170	0	0	619	81	228
2022-09-01T09:00:00Z	0	16.4	11	5	67	90	0	0	287	42	153
2022-09-01T10:00:00Z	0	18	14	5	51	86	0	0	112	12	84
2022-09-01T11:00:00Z	0	17.9	15	5	53	75	0	0	100	49	86
2022-09-01T12:00:00Z	0	18.5	14	5	59	79	0	0	110	64	91
2022-09-01T13:00:00Z	0	18	14	7	54	82	0	0	141	89	103
2022-09-01T14:00:00Z	0	18.8	13	4	60	80	0	0	119	71	95
2022-09-01T15:00:00Z	0	18.6	13	4	74	107	0	0	165	72	95
2022-09-01T16:00:00Z	0	16.9	12	5	76	137	0	0	252	117	93
2022-09-01T17:00:00Z	0	16.6	11	6	147	185	0	0	429	263	131
2022-09-01T18:00:00Z	0	16.5	9	6	174	222	0	0	368	205	118
2022-09-01T19:00:00Z	0	15.5	7	4	113	123	0	0	214	125	111
2022-09-01T20:00:00Z	0	14.5	6	6	78	107	0	0	168	117	110
2022-09-01T21:00:00Z	0	14.9	4	6	23	36	0	0	112	71	70
2022-09-01T22:00:00Z	0	14.5	5	6	12	21	0	0	72	64	37
2022-09-01T23:00:00Z	0	14.1	5	6	4	15	0	0	60	50	25
2022-09-02T00:00:00Z	0	14.1	4	6	2	4	0	0	44	23	15
2022-09-02T01:00:00Z	0	13.8	4	6	5	0	0	0	12	8	0
2022-09-02T02:00:00Z	0	13.5	5	6	0	0	0	0	10	10	6
2022-09-02T03:00:00Z	0	13.1	4	6	2	1	0	0	8	11	2
2022-09-02T04:00:00Z	0	13.2	4	6	3	4	0	0	10	3	1
2022-09-02T05:00:00Z	0	13.1	4	6	5	10	0	0	32	3	7
2022-09-02T06:00:00Z	0	12.4	6	6	17	30	0	0	130	13	42
2022-09-02T07:00:00Z	0	13.1	5	7	65	75	0	0	246	36	78
2022-09-02T08:00:00Z	0	14.9	3	7	92	123	0	0	420	52	145
2022-09-02T09:00:00Z	0	16.9	3	7	63	72	0	0	203	42	123
2022-09-02T10:00:00Z	0	18.1	4	7	80	100	0	0	96	15	62
2022-09-02T11:00:00Z	0	18.6	4	7	72	92	0	0	99	54	83
2022-09-02T12:00:00Z	0	19.2	3	7	71	85	0	0	119	80	108
2022-09-02T13:00:00Z	0	19.8	3	7	57	79	0	0	147	98	121
2022-09-02T14:00:00Z	0	17.7	7	7	41	59	0	0	136	95	80
2022-09-02T15:00:00Z	0	17.7	6	7	44	56	0	0	171	83	84
2022-09-02T16:00:00Z	0	17.5	6	7	40	59	0	0	224	100	105
2022-09-02T17:00:00Z	0	17.4	7	7	113	147	0	0	259	165	126
2022-09-02T18:00:00Z	0	17.9	5	7	77	109	0	0	233	147	116
2022-09-02T19:00:00Z	0	17.9	5	7	39	72	0	0	161	117	114
2022-09-02T20:00:00Z	0	17.4	8	7	25	53	0	0	97	84	102
2022-09-02T21:00:00Z	0	16.5	7	7	20	27	0	0	81	72	85
2022-09-02T22:00:00Z	0	16.4	8	7	6	15	0	0	68	55	48
2022-09-02T23:00:00Z	0	16.1	7	7	5	9	0	0	47	41	18
2022-09-03T00:00:00Z	0	16.2	6	7	4	10	0	0	33	33	30
2022-09-03T01:00:00Z	0	15.5	7	7	4	3	0	0	22	4	1
2022-09-03T02:00:00Z	0	15.1	5	7	2	1	0	0	19	18	8
2022-09-03T03:00:00Z	0.2	13.2	3	7	0	0	0	0	9	17	4
2022-09-03T04:00:00Z	1	13.8	6	8	1	2	0	0	7	5	6
2022-09-03T05:00:00Z	1	13.6	3	8	2	2	0	0	10	8	2
2022-09-03T06:00:00Z	0.7	12.5	3	8	9	7	0	0	34	2	10
2022-09-03T07:00:00Z	0.6	12.2	2	8	14	20	0	0	41	15	16
2022-09-03T08:00:00Z	1.3	12.2	3	8	24	31	0	0	47	7	27
2022-09-03T09:00:00Z	1.7	12.3	6	8	33	33	0	0	52	18	40
2022-09-03T10:00:00Z	1	12	5	8	24	21	0	0	48	27	42
2022-09-03T11:00:00Z	0.9	12.5	4	8	25	25	0	0	76	40	60
2022-09-03T12:00:00Z	2.5	12.5	5	8	19	24	0	0	76	35	49
2022-09-03T13:00:00Z	1.6	13.5	9	8	7	13	0	0	58	54	56
2022-09-03T14:00:00Z	0.4	14.2	13	8	11	11	0	0	61	62	59
2022-09-03T15:00:00Z	1.3	14.5	11	8	12	15	0	0	76	48	63
2022-09-03T16:00:00Z	2.3	14.1	10	8	5	13	0	0	63	57	64
2022-09-03T17:00:00Z	2.5	14.8	12	8	9	10	0	0	65	53	35
2022-09-03T18:00:00Z	0.5	15.2	14	7	9	8	0	0	77	63	44
2022-09-03T19:00:00Z	0	14.6	11	7	12	18	0	0	89	66	79
2022-09-03T20:00:00Z	0	14.2	10	7	12	16	0	0	65	48	72
2022-09-03T21:00:00Z	0	13	8	7	9	12	0	0	47	30	50
2022-09-03T22:00:00Z	0	13.2	7	7	5	5	0	0	34	28	38
2022-09-03T23:00:00Z	0	13.3	4	7	2	8	0	0	26	24	24
2022-09-04T00:00:00Z	0	14.1	4	8	3	2	0	0	21	23	18
2022-09-04T01:00:00Z	1.2	14.1	8	8	4	6	0	0	14	6	0
2022-09-04T02:00:00Z	6.4	15.2	11	8	2	0	0	0	2	13	3
2022-09-04T03:00:00Z	10.5	15.4	15	8	1	1	0	0	9	8	2
2022-09-04T04:00:00Z	8.9	11.9	18	8	0	1	0	0	4	7	3
2022-09-04T05:00:00Z	0.6	11.6	10	8	2	1	0	0	3	2	0
2022-09-04T06:00:00Z	0.2	10.7	5	4	2	5	0	0	27	6	6
2022-09-04T07:00:00Z	0	12.1	7	1	11	12	0	0	26	10	7
2022-09-04T08:00:00Z	0	13.9	8	1	68	66	0	0	38	11	19
2022-09-04T09:00:00Z	0	15.6	9	2	116	113	0	0	54	12	38
2022-09-04T10:00:00Z	0	17.7	10	3	134	169	0	0	85	25	50
2022-09-04T11:00:00Z	0	18.3	13	3	179	207	0	0	103	41	60
2022-09-04T12:00:00Z	0	19.6	14	3	164	221	0	0	117	48	84
2022-09-04T13:00:00Z	0	18.9	14	4	130	174	0	0	121	64	97
2022-09-04T14:00:00Z	0	18.8	15	4	125	166	0	0	83	63	99
2022-09-04T15:00:00Z	0	18	13	4	102	132	0	0	107	78	117
2022-09-04T16:00:00Z	0	17	11	4	114	131	0	0	109	78	83
2022-09-04T17:00:00Z	0	17.1	10	4	98	144	0	0	125	89	78
2022-09-04T18:00:00Z	0	16.2	10	6	88	111	0	0	126	94	74
2022-09-04T19:00:00Z	0	16.1	12	6	61	78	0	0	100	80	69
2022-09-04T20:00:00Z	0	16.8	10	7	30	38	0	0	85	59	68
2022-09-04T21:00:00Z	0	16.7	11	7	4	13	0	0	65	52	63
2022-09-04T22:00:00Z	0	17.3	14	7	5	6	0	0	46	4	26
2022-09-04T23:00:00Z	0	17	12	7	2	4	0	0	21	0	25
2022-09-05T00:00:00Z	0	16.4	13	7	3	5	0	0	12	12	9
2022-09-05T01:00:00Z	1.1	16.1	17	7	1	0	0	0	3	2	1
2022-09-05T02:00:00Z	0	15.8	12	6	1	1	0	0	6	7	1
2022-09-05T03:00:00Z	0	15.2	8	1	2	1	0	0	8	5	3
2022-09-05T04:00:00Z	0	13.8	8	1	3	2	0	0	2	1	2
2022-09-05T05:00:00Z	0	13.1	7	1	5	11	0	0	32	4	5
2022-09-05T06:00:00Z	0	12	4	3	33	35	0	0	123	9	35
2022-09-05T07:00:00Z	0	14.5	6	3	59	80	0	0	271	41	90
2022-09-05T08:00:00Z	0	16.1	7	3	111	145	0	0	533	73	166
2022-09-05T09:00:00Z	0	16.9	9	3	62	82	0	0	194	43	130
2022-09-05T10:00:00Z	0	17.3	10	6	64	96	0	0	89	22	76
2022-09-05T11:00:00Z	0	17.4	12	6	55	67	0	0	82	34	77
2022-09-05T12:00:00Z	0	17.6	13	5	35	51	0	0	117	66	110
2022-09-05T13:00:00Z	0	18.6	14	5	60	70	0	0	101	103	90
2022-09-05T14:00:00Z	0	18.6	13	6	31	47	0	0	105	79	89
2022-09-05T15:00:00Z	0	18.6	15	6	46	48	0	0	166	78	70
2022-09-05T16:00:00Z	0.1	17.7	14	6	46	64	0	0	223	114	77
2022-09-05T17:00:00Z	1.3	17.1	14	6	68	89	0	0	355	191	97
2022-09-05T18:00:00Z	0.1	17	15	6	70	84	0	0	284	167	80
2022-09-05T19:00:00Z	0.1	17	15	7	26	48	0	0	162	138	96
2022-09-05T20:00:00Z	0.3	16.1	15	7	21	22	0	0	83	86	66
2022-09-05T21:00:00Z	0	15.9	13	7	3	6	0	0	63	57	45
2022-09-05T22:00:00Z	0.1	15.5	10	2	10	8	0	0	49	34	20
2022-09-05T23:00:00Z	0	15.8	8	4	1	2	0	0	23	22	12
2022-09-06T00:00:00Z	0	15.6	10	6	1	1	0	0	8	17	7
2022-09-06T01:00:00Z	0	15.9	11	7	0	0	0	0	3	0	0
2022-09-06T02:00:00Z	0	15.8	12	7	0	0	0	0	1	6	1
2022-09-06T03:00:00Z	0	15.8	11	7	1	1	0	0	1	4	5
2022-09-06T04:00:00Z	0	15.5	12	7	2	1	0	0	3	2	0
2022-09-06T05:00:00Z	0	15.3	13	4	6	14	0	0	36	4	7
2022-09-06T06:00:00Z	0	15.9	13	7	31	33	0	0	125	11	32
2022-09-06T07:00:00Z	0	15.8	12	7	81	91	0	0	334	34	93
2022-09-06T08:00:00Z	0	16.1	13	7	98	122	0	0	628	60	193
2022-09-06T09:00:00Z	0	16.4	13	7	51	62	0	0	261	31	134
2022-09-06T10:00:00Z	0	16.8	13	7	27	47	0	0	85	30	69
2022-09-06T11:00:00Z	1	16.7	13	6	28	27	0	0	62	35	48
2022-09-06T12:00:00Z	0	16.3	13	7	24	30	0	0	67	48	62
2022-09-06T13:00:00Z	4.2	14.9	10	8	18	22	0	0	84	36	54
2022-09-06T14:00:00Z	1.2	15.7	10	7	19	16	0	0	75	44	58
2022-09-06T15:00:00Z	0	16.3	12	7	33	33	0	0	149	61	65
2022-09-06T16:00:00Z	0	17	12	7	27	44	0	0	223	91	71
2022-09-06T17:00:00Z	0	16	11	6	105	134	0	0	401	230	133
2022-09-06T18:00:00Z	0	15.3	9	6	93	137	0	0	368	189	120
2022-09-06T19:00:00Z	0.1	14.9	7	7	73	91	0	0	177	113	117
2022-09-06T20:00:00Z	0.3	14.7	6	7	24	42	0	0	127	71	82
2022-09-06T21:00:00Z	0	14.1	6	5	13	19	0	0	63	47	53
2022-09-06T22:00:00Z	0	13.9	6	2	5	10	0	0	63	38	36
2022-09-06T23:00:00Z	0	14.5	6	7	4	5	0	0	30	26	30
2022-09-07T00:00:00Z	0.1	14.9	7	6	0	2	0	0	13	21	7
2022-09-07T01:00:00Z	2.3	14.7	10	7	1	1	0	0	7	2	0
2022-09-07T02:00:00Z	5.2	14.9	10	7	0	0	0	0	4	9	3
2022-09-07T03:00:00Z	0.8	14.8	10	7	0	1	0	0	3	3	1
2022-09-07T04:00:00Z	0.1	14.6	7	7	2	1	0	0	5	5	0
2022-09-07T05:00:00Z	0	14.8	8	7	8	11	0	0	34	4	10
2022-09-07T06:00:00Z	0	14.4	7	7	31	39	0	0	124	8	40
2022-09-07T07:00:00Z	0.6	14.5	6	7	66	70	0	0	335	37	83
2022-09-07T08:00:00Z	0.5	14.7	9	7	92	120	0	0	578	68	205
2022-09-07T09:00:00Z	2.3	15.7	10	7	15	45	0	0	213	31	117
2022-09-07T10:00:00Z	2.1	16.5	9	7	17	25	0	0	64	35	61
2022-09-07T11:00:00Z	0	16.5	12	7	29	29	0	0	86	32	54
2022-09-07T12:00:00Z	0.1	15.7	11	7	20	31	0	0	99	52	83
2022-09-07T13:00:00Z	0.1	17.3	11	7	27	34	0	0	128	67	95
2022-09-07T14:00:00Z	0	17.3	14	6	16	20	0	0	120	79	69
2022-09-07T15:00:00Z	0	17.2	12	6	34	54	0	0	154	56	68
2022-09-07T16:00:00Z	1	17	12	6	39	55	0	0	220	139	85
2022-09-07T17:00:00Z	0	16.6	11	6	76	114	0	0	393	231	132
2022-09-07T18:00:00Z	0	16.4	11	7	133	149	0	0	359	181	152
2022-09-07T19:00:00Z	0	15.8	11	7	80	90	0	0	194	139	110
2022-09-07T20:00:00Z	0	15.2	12	6	49	66	0	0	133	83	86
2022-09-07T21:00:00Z	0	15	11	7	22	35	0	0	84	77	58
2022-09-07T22:00:00Z	0	14.6	11	6	2	8	0	0	71	49	37
2022-09-07T23:00:00Z	0	14.7	10	7	5	12	0	0	37	37	20
2022-09-08T00:00:00Z	0	15.1	12	7	5	10	0	0	16	23	13
2022-09-08T01:00:00Z	0	14.8	13	7	2	1	0	0	13	3	1
2022-09-08T02:00:00Z	0.8	15	12	7	0	2	0	0	5	10	2
2022-09-08T03:00:00Z	0.1	15.1	13	7	1	1	0	0	7	8	1
2022-09-08T04:00:00Z	0.1	14.9	12	7	3	2	0	0	7	7	1
2022-09-08T05:00:00Z	0	14.9	10	7	7	10	0	0	31	2	9
2022-09-08T06:00:00Z	0	15.1	10	7	32	30	0	0	131	13	31
2022-09-08T07:00:00Z	0	15.1	9	7	74	88	0	0	303	41	77
2022-09-08T08:00:00Z	0	15.3	9	7	100	135	0	0	594	63	192
2022-09-08T09:00:00Z	0	16.1	10	7	40	65	0	0	260	34	147
2022-09-08T10:00:00Z	0	16.4	10	7	45	57	0	0	92	29	70
2022-09-08T11:00:00Z	0	15.5	12	7	46	49	0	0	80	49	71
2022-09-08T12:00:00Z	0	17.5	12	7	41	65	0	0	114	61	78
2022-09-08T13:00:00Z	0	16.8	14	7	38	56	0	0	114	87	97
2022-09-08T14:00:00Z	0.1	16.3	15	7	37	53	0	0	117	82	82
2022-09-08T15:00:00Z	0	17.2	14	7	35	34	0	0	156	71	79
2022-09-08T16:00:00Z	0	17.6	11	6	51	71	0	0	202	119	103
2022-09-08T17:00:00Z	0	16.9	11	6	100	133	0	0	430	225	137
2022-09-08T18:00:00Z	0	15.7	10	6	133	168	0	0	335	194	133
2022-09-08T19:00:00Z	0	15.4	7	6	74	96	0	0	215	120	105
2022-09-08T20:00:00Z	0	14.6	6	7	51	75	0	0	164	106	111
2022-09-08T21:00:00Z	0	14	4	7	15	23	0	0	106	78	73
2022-09-08T22:00:00Z	0.2	14.4	7	7	5	19	0	0	84	52	50
2022-09-08T23:00:00Z	0.3	14.4	8	7	4	9	0	0	62	42	22
2022-09-09T00:00:00Z	1.8	14.3	9	7	2	1	0	0	31	42	15
2022-09-09T01:00:00Z	1.1	14.2	10	7	3	1	0	0	10	6	1
2022-09-09T02:00:00Z	0.3	14	11	7	0	1	0	0	7	12	5
2022-09-09T03:00:00Z	0.1	14	13	7	0	0	0	0	6	12	2
2022-09-09T04:00:00Z	4	14.1	14	7	2	3	0	0	7	8	2
2022-09-09T05:00:00Z	1	14	14	7	3	6	0	0	26	2	4
2022-09-09T06:00:00Z	0.9	14	13	7	11	15	0	0	104	9	28
2022-09-09T07:00:00Z	0.1	14.3	10	7	37	54	0	0	208	26	54
2022-09-09T08:00:00Z	0.1	15.1	8	7	70	90	0	0	364	57	108
2022-09-09T09:00:00Z	0	15.9	8	7	34	55	0	0	194	41	128
2022-09-09T10:00:00Z	0	16.5	8	7	40	49	0	0	86	32	74
2022-09-09T11:00:00Z	0	17.3	8	7	44	48	0	0	105	49	81
2022-09-09T12:00:00Z	0	17.6	9	6	73	83	0	0	113	63	104
2022-09-09T13:00:00Z	0	17.5	8	6	43	68	0	0	130	96	115
2022-09-09T14:00:00Z	0.1	17	8	7	48	53	0	0	130	89	88
2022-09-09T15:00:00Z	0.2	17.9	7	7	39	58	0	0	126	65	84
2022-09-09T16:00:00Z	0	17.6	6	6	66	78	0	0	232	119	111
2022-09-09T17:00:00Z	0	17.3	7	6	91	114	0	0	277	181	133
2022-09-09T18:00:00Z	0	15.8	10	6	78	92	0	0	236	142	126
2022-09-09T19:00:00Z	0	15.3	9	6	40	66	0	0	150	88	110
2022-09-09T20:00:00Z	0	12.1	4	5	31	46	0	0	99	90	99
2022-09-09T21:00:00Z	0	13.6	6	6	16	29	0	0	86	69	76
2022-09-09T22:00:00Z	0.1	13.5	6	5	4	8	0	0	70	59	63
2022-09-09T23:00:00Z	0	10.8	6	3	11	22	0	0	57	48	37
2022-09-10T00:00:00Z	0	10.5	5	3	2	11	0	0	36	30	17
2022-09-10T01:00:00Z	0	9.5	4	2	4	1	0	0	14	9	0
2022-09-10T02:00:00Z	0	8.6	4	2	2	4	0	0	13	20	6
2022-09-10T03:00:00Z	0	8.7	4	2	0	1	0	0	11	21	2
2022-09-10T04:00:00Z	0	8	4	2	0	3	0	0	6	7	6
2022-09-10T05:00:00Z	0	7.4	4	1	9	10	0	0	15	9	7
2022-09-10T06:00:00Z	0	7.5	5	2	19	14	0	0	35	9	15
2022-09-10T07:00:00Z	0	9.6	5	2	56	57	0	0	62	9	15
2022-09-10T08:00:00Z	0	12.6	4	2	89	90	0	0	70	20	33
2022-09-10T09:00:00Z	0	15.2	5	3	107	129	0	0	127	29	66
2022-09-10T10:00:00Z	0	15.5	7	6	148	177	0	0	111	44	76
2022-09-10T11:00:00Z	0	16.2	5	7	160	181	0	0	125	54	113
2022-09-10T12:00:00Z	0	18.2	6	5	155	211	0	0	131	66	104
2022-09-10T13:00:00Z	0	18.8	5	3	145	198	0	0	142	72	102
2022-09-10T14:00:00Z	0	19.2	6	3	133	197	0	0	127	67	127
2022-09-10T15:00:00Z	0	17.9	9	2	154	209	0	0	132	86	125
2022-09-10T16:00:00Z	0	17.2	7	2	137	190	0	0	123	88	100
2022-09-10T17:00:00Z	0	16.7	7	2	155	179	0	0	130	103	102
2022-09-10T18:00:00Z	0	15.2	8	2	105	142	0	0	154	102	95
2022-09-10T19:00:00Z	0	13.6	7	3	62	95	0	0	92	86	115
2022-09-10T20:00:00Z	0	13	6	3	34	67	0	0	109	64	70
2022-09-10T21:00:00Z	0	13.2	4	3	20	25	0	0	88	47	83
2022-09-10T22:00:00Z	0	11.8	3	3	11	25	0	0	62	38	44
2022-09-10T23:00:00Z	0	11.3	3	3	9	17	0	0	47	44	33
2022-09-11T00:00:00Z	0	11.9	3	3	1	4	0	0	23	38	19
2022-09-11T01:00:00Z	0	10.3	4	3	4	2	0	0	30	16	2
2022-09-11T02:00:00Z	0	9.4	3	3	4	2	0	0	21	30	11
2022-09-11T03:00:00Z	0	10.7	5	3	0	0	0	0	12	22	8
2022-09-11T04:00:00Z	0	12.3	5	3	1	6	0	0	14	14	6
2022-09-11T05:00:00Z	0	12.5	5	3	4	2	0	0	9	5	6
2022-09-11T06:00:00Z	0	13.4	7	6	9	9	0	0	29	4	6
2022-09-11T07:00:00Z	0	14.1	8	7	38	35	0	0	38	10	7
2022-09-11T08:00:00Z	0	14.9	6	7	68	71	0	0	40	10	19
2022-09-11T09:00:00Z	0	15.4	6	7	66	65	0	0	50	9	33
2022-09-11T10:00:00Z	0.1	16	6	7	60	68	0	0	54	7	34
2022-09-11T11:00:00Z	2.8	15.9	8	7	35	36	0	0	49	20	18
2022-09-11T12:00:00Z	3	14.7	11	7	15	20	0	0	40	27	35
2022-09-11T13:00:00Z	3.7	15.1	13	7	8	11	0	0	44	27	54
2022-09-11T14:00:00Z	0.7	15.9	15	7	8	13	0	0	65	38	56
2022-09-11T15:00:00Z	0	17	13	7	10	15	0	0	64	41	66
2022-09-11T16:00:00Z	0	17.7	13	7	8	12	0	0	70	46	68
2022-09-11T17:00:00Z	0	17.5	9	7	19	27	0	0	68	65	61
2022-09-11T18:00:00Z	0	18.4	8	7	27	34	0	0	104	72	58
2022-09-11T19:00:00Z	0	17.6	10	7	20	26	0	0	95	49	62
2022-09-11T20:00:00Z	0	18.2	9	6	19	31	0	0	60	45	43
2022-09-11T21:00:00Z	0	18.3	9	6	5	8	0	0	65	38	58
2022-09-11T22:00:00Z	0	17.9	8	7	9	13	0	0	39	9	32
2022-09-11T23:00:00Z	0	18.1	8	7	0	3	0	0	18	0	24
2022-09-12T00:00:00Z	0	17.4	7	7	2	4	0	0	10	8	8
2022-09-12T01:00:00Z	0	17	7	7	5	3	0	0	5	2	0
2022-09-12T02:00:00Z	0	17	6	7	1	2	0	0	4	5	3
2022-09-12T03:00:00Z	0	16.8	6	7	0	0	0	0	4	3	1
2022-09-12T04:00:00Z	0.2	15.6	6	7	3	6	0	0	5	4	2
2022-09-12T05:00:00Z	0.2	14.8	6	7	9	15	0	0	33	5	5
2022-09-12T06:00:00Z	0	14.9	5	7	25	33	0	0	132	10	34
2022-09-12T07:00:00Z	0	15.2	3	7	76	87	0	0	254	41	85
2022-09-12T08:00:00Z	0	15.2	5	7	91	126	0	0	497	73	197
2022-09-12T09:00:00Z	0	16.2	6	7	51	61	0	0	198	40	120
2022-09-12T10:00:00Z	0	16.4	5	7	31	39	0	0	86	22	58
2022-09-12T11:00:00Z	0	17.2	4	7	30	37	0	0	92	33	64
2022-09-12T12:00:00Z	0.1	16.4	4	8	25	35	0	0	100	58	79
2022-09-12T13:00:00Z	0.1	15.9	5	8	24	33	0	0	94	72	72
2022-09-12T14:00:00Z	0.1	16.5	4	8	34	42	0	0	101	72	70
2022-09-12T15:00:00Z	0.2	15.3	7	8	31	48	0	0	133	58	68
2022-09-12T16:00:00Z	0.4	15	9	8	41	56	0	0	184	106	74
2022-09-12T17:00:00Z	0	15	7	7	73	95	0	0	365	165	115
2022-09-12T18:00:00Z	0	15.2	4	7	107	128	0	0	322	169	93
2022-09-12T19:00:00Z	0	14.6	4	6	62	83	0	0	160	108	81
2022-09-12T20:00:00Z	0	12.5	3	6	26	41	0	0	112	82	74
2022-09-12T21:00:00Z	0	11.8	3	6	17	25	0	0	73	46	61
2022-09-12T22:00:00Z	0	10.7	6	5	9	13	0	0	58	52	32
2022-09-12T23:00:00Z	0	9.6	6	1	2	3	0	0	15	23	21
2022-09-13T00:00:00Z	0	7.3	4	1	3	3	0	0	21	14	8
2022-09-13T01:00:00Z	0	6.9	5	1	0	0	0	0	5	1	1
2022-09-13T02:00:00Z	0	6.9	5	1	1	2	0	0	1	4	1
2022-09-13T03:00:00Z	0	6.5	5	1	0	0	0	0	3	5	0
2022-09-13T04:00:00Z	0	6	4	1	2	5	0	0	3	3	3
2022-09-13T05:00:00Z	0	6.6	7	2	11	12	0	0	33	6	7
2022-09-13T06:00:00Z	0	7.8	7	2	27	38	0	0	158	11	47
2022-09-13T07:00:00Z	0	9.4	6	6	94	108	0	0	379	42	99
2022-09-13T08:00:00Z	0	11.9	4	7	140	175	0	0	767	81	257
2022-09-13T09:00:00Z	0	13.5	5	7	74	98	0	0	282	39	153
2022-09-13T10:00:00Z	0	14.2	6	7	41	48	0	0	107	35	69
2022-09-13T11:00:00Z	0	14.4	8	7	64	79	0	0	91	42	78
2022-09-13T12:00:00Z	0	15	8	7	58	69	0	0	122	56	107
2022-09-13T13:00:00Z	0	16.2	7	7	48	82	0	0	123	74	111
2022-09-13T14:00:00Z	0	16.4	8	7	55	76	0	0	116	84	75
2022-09-13T15:00:00Z	0	16.4	7	7	66	75	0	0	165	107	79
2022-09-13T16:00:00Z	0	15.8	7	6	84	114	0	0	238	152	100
2022-09-13T17:00:00Z	0	15.6	8	5	157	209	0	0	500	272	135
2022-09-13T18:00:00Z	0	14.5	7	3	178	224	0	0	394	196	135
2022-09-13T19:00:00Z	0	11.7	5	2	106	139	0	0	245	130	93
2022-09-13T20:00:00Z	0	10	4	1	70	90	0	0	140	82	107
2022-09-13T21:00:00Z	0	7.8	4	1	29	35	0	0	89	58	53
2022-09-13T22:00:00Z	0	7.1	4	1	13	21	0	0	65	19	30
2022-09-13T23:00:00Z	0	9.8	3	5	6	9	0	0	34	0	17
2022-09-14T00:00:00Z	0	10.7	3	6	3	11	0	0	17	0	9
2022-09-14T01:00:00Z	0	10	6	6	2	1	0	0	10	2	0
2022-09-14T02:00:00Z	0	8	6	1	1	1	0	0	3	16	2
2022-09-14T03:00:00Z	0	8.3	6	1	1	1	0	0	5	4	2
2022-09-14T04:00:00Z	0	9.7	7	7	2	2	0	0	5	3	2
2022-09-14T05:00:00Z	0	10.4	7	7	11	20	0	0	42	3	9
2022-09-14T06:00:00Z	0	10.9	8	7	44	54	0	0	139	11	41
2022-09-14T07:00:00Z	0	11.1	7	7	82	88	0	0	367	42	101
2022-09-14T08:00:00Z	0	11.6	8	8	118	163	0	0	707	91	213
2022-09-14T09:00:00Z	0	11.7	10	7	75	90	0	0	267	40	155
2022-09-14T10:00:00Z	0	13.1	11	7	51	57	0	0	83	46	77
2022-09-14T11:00:00Z	0	13.5	11	7	56	68	0	0	92	27	71
2022-09-14T12:00:00Z	0	14.1	12	7	35	52	0	0	96	67	81
2022-09-14T13:00:00Z	0	14.8	12	7	52	62	0	0	137	76	107
2022-09-14T14:00:00Z	0	15.3	13	7	50	66	0	0	127	72	86
2022-09-14T15:00:00Z	0	15.8	12	7	47	84	0	0	182	88	99
2022-09-14T16:00:00Z	0	15.7	12	7	63	98	0	0	253	147	67
2022-09-14T17:00:00Z	0	15.2	11	7	117	157	0	0	487	264	150
2022-09-14T18:00:00Z	0	14.3	10	7	128	160	0	0	428	212	143
2022-09-14T19:00:00Z	0	14	7	7	88	131	0	0	213	152	104
2022-09-14T20:00:00Z	0	12.2	7	3	48	70	0	0	139	83	98
2022-09-14T21:00:00Z	0	11.7	7	6	26	28	0	0	93	56	46
2022-09-14T22:00:00Z	0	12.6	8	7	9	22	0	0	92	60	29
2022-09-14T23:00:00Z	0	12	8	7	10	7	0	0	40	43	21
2022-09-15T00:00:00Z	0	12	7	7	4	9	0	0	31	18	8
2022-09-15T01:00:00Z	0	11.6	7	7	7	1	0	0	5	4	0
2022-09-15T02:00:00Z	0	11.5	8	7	0	1	0	0	2	14	1
2022-09-15T03:00:00Z	0	11.4	9	7	0	0	0	0	5	4	0
2022-09-15T04:00:00Z	0	10.1	10	6	1	3	0	0	10	4	1
2022-09-15T05:00:00Z	0	9.1	9	3	9	14	0	0	47	3	7
2022-09-15T06:00:00Z	0	9.9	9	7	33	42	0	0	148	7	45
2022-09-15T07:00:00Z	0	10.9	9	7	75	91	0	0	334	43	97
2022-09-15T08:00:00Z	0	11.9	10	7	119	156	0	0	673	84	209
2022-09-15T09:00:00Z	0	13.1	11	7	62	78	0	0	317	43	148
2022-09-15T10:00:00Z	0	13.9	11	7	52	66	0	0	117	45	82
2022-09-15T11:00:00Z	0	14.5	12	7	49	57	0	0	74	38	70
2022-09-15T12:00:00Z	0	14.7	10	7	56	73	0	0	113	48	105
2022-09-15T13:00:00Z	0	14.9	10	7	57	75	0	0	101	36	118
2022-09-15T14:00:00Z	0	16.5	11	7	56	68	0	0	131	71	78
2022-09-15T15:00:00Z	0	17.1	12	7	62	70	0	0	171	103	95
2022-09-15T16:00:00Z	0	16.4	14	7	66	98	0	0	255	152	95
2022-09-15T17:00:00Z	0	15	12	7	124	166	0	0	448	229	166
