Time	rain	temp	wdsp	clamt	Clontarf - James Larkin Rd	Clontarf - Pebble Beach Carpark	Griffith Avenue (Clare Rd Side)	Griffith Avenue (Lane Side)	Grove Road Totem	Richmond Street Cyclists 1	Richmond Street Cyclists 2
2022-10-31T06:00:00Z	0	13	7	5	3	3	1	0	40	5	7
2022-10-31T07:00:00Z	0	14.2	9	5	11	14	1	0	39	6	15
2022-10-31T08:00:00Z	0	14.2	13	6	33	32	6	0	72	11	13
2022-10-31T09:00:00Z	0	14.7	13	6	64	69	4	0	56	18	40
2022-10-31T10:00:00Z	0	14.6	14	6	58	64	5	1	77	30	37
2022-10-31T11:00:00Z	0	15.5	13	6	80	87	9	0	75	32	60
2022-10-31T12:00:00Z	0	13.3	11	6	66	69	13	0	74	51	73
2022-10-31T13:00:00Z	0	14.2	4	6	23	54	7	0	80	70	78
2022-10-31T14:00:00Z	0.1	14.6	13	6	24	35	11	0	79	56	73
2022-10-31T15:00:00Z	0	14.6	13	6	23	34	12	1	57	38	47
2022-10-31T16:00:00Z	0.3	13	12	6	8	18	3	1	80	61	32
2022-10-31T17:00:00Z	0.1	12.4	7	7	8	21	12	1	75	39	46
2022-10-31T18:00:00Z	0	12.9	5	7	11	19	2	0	84	46	52
2022-10-31T19:00:00Z	0	12.8	6	7	15	14	12	3	65	58	45
2022-10-31T20:00:00Z	0	13.3	7	7	8	9	8	2	42	51	40
2022-10-31T21:00:00Z	1.1	9.9	8	8	1	2	8	0	28	33	20
2022-10-31T22:00:00Z	4.1	9.9	6	8	0	0	1	0	28	23	21
2022-10-31T23:00:00Z	3.2	9.8	7	8	1	3	0	0	15	20	12
2022-11-01T00:00:00Z	0.7	9.7	6	8	1	1	2	1	11	3	0
2022-11-01T01:00:00Z	0.4	9.9	5	8	1	1	0	0	3	3	0
2022-11-01T02:00:00Z	0	8.8	9	5	1	1	0	0	1	5	1
2022-11-01T03:00:00Z	0	8.1	7	4	0	0	0	0	3	11	0
2022-11-01T04:00:00Z	0	8.4	6	6	0	1	0	0	3	6	3
2022-11-01T05:00:00Z	0	8.6	5	3	5	7	1	0	28	4	6
2022-11-01T06:00:00Z	0	9.1	9	5	16	19	7	0	131	7	38
2022-11-01T07:00:00Z	0	9.2	9	5	50	55	18	0	268	24	82
2022-11-01T08:00:00Z	0	8.7	9	5	70	94	15	3	542	55	209
2022-11-01T09:00:00Z	0	9.5	10	7	41	54	15	1	179	36	135
2022-11-01T10:00:00Z	0	9.8	10	7	49	62	4	2	72	40	79
2022-11-01T11:00:00Z	0	10.1	9	7	42	48	7	2	70	24	52
2022-11-01T12:00:00Z	0	11.4	8	7	36	49	3	8	77	67	74
2022-11-01T13:00:00Z	0	12.7	8	7	65	77	6	14	126	76	80
2022-11-01T14:00:00Z	0	11.8	8	7	39	51	12	7	121	72	86
2022-11-01T15:00:00Z	0	11.3	9	7	40	58	10	5	137	85	65
2022-11-01T16:00:00Z	0	11.2	7	7	67	94	17	5	218	147	79
2022-11-01T17:00:00Z	0.3	8.8	8	7	81	104	33	4	408	248	105
2022-11-01T18:00:00Z	0.3	8.9	6	7	63	74	23	1	279	181	107
2022-11-01T19:00:00Z	0	8	8	7	35	41	18	1	162	127	85
2022-11-01T20:00:00Z	0.3	7.2	8	7	17	15	13	10	127	67	53
2022-11-01T21:00:00Z	0	7	7	3	4	11	4	0	77	51	32
2022-11-01T22:00:00Z	0	6.9	9	4	4	10	3	4	57	42	28
2022-11-01T23:00:00Z	0	7	8	4	1	5	0	0	23	39	15
2022-11-02T00:00:00Z	0	6.8	10	4	2	4	1	0	16	17	4
2022-11-02T01:00:00Z	0	6.9	10	3	0	1	1	0	6	1	0
2022-11-02T02:00:00Z	0	6.9	10	3	0	0	0	0	1	2	1
2022-11-02T03:00:00Z	0	7.7	10	3	0	0	0	0	4	3	2
2022-11-02T04:00:00Z	0	7.3	8	3	2	3	1	0	2	0	3
2022-11-02T05:00:00Z	0	8.7	9	5	1	2	1	0	28	1	6
2022-11-02T06:00:00Z	0.1	8.7	9	7	11	14	5	1	120	10	33
2022-11-02T07:00:00Z	0.1	9.1	11	6	30	50	13	6	271	28	75
2022-11-02T08:00:00Z	0	11.5	13	7	42	60	14	5	481	59	172
2022-11-02T09:00:00Z	0.3	11.4	15	8	16	18	11	3	194	34	112
2022-11-02T10:00:00Z	0	12.5	17	7	7	12	6	0	65	29	40
2022-11-02T11:00:00Z	0.2	12.5	20	8	3	5	4	1	46	13	42
2022-11-02T12:00:00Z	1.8	13.5	23	7	1	3	2	0	52	39	46
2022-11-02T13:00:00Z	0	13.7	20	7	7	6	5	2	90	56	77
2022-11-02T14:00:00Z	0.1	13.4	20	6	5	11	6	7	97	53	38
2022-11-02T15:00:00Z	0	13.2	20	5	24	13	4	5	120	55	54
2022-11-02T16:00:00Z	0	12.5	20	5	12	27	15	7	183	97	70
2022-11-02T17:00:00Z	0	11.9	19	6	36	69	15	9	341	190	81
2022-11-02T18:00:00Z	0	11.4	19	6	17	50	25	2	251	150	77
2022-11-02T19:00:00Z	0	10.2	18	7	11	22	9	7	134	112	77
2022-11-02T20:00:00Z	0.4	8.9	16	7	7	5	5	25	84	75	57
2022-11-02T21:00:00Z	0.3	8.8	14	6	5	9	2	2	66	57	40
2022-11-02T22:00:00Z	0	8.2	14	1	4	6	3	0	34	26	33
2022-11-02T23:00:00Z	0	8	12	1	2	6	1	0	24	32	13
2022-11-03T00:00:00Z	0	7.5	9	1	0	2	2	0	17	15	4
2022-11-03T01:00:00Z	0	7.3	8	1	0	1	0	0	7	3	0
2022-11-03T02:00:00Z	0	7.1	9	1	0	0	0	0	3	0	1
2022-11-03T03:00:00Z	0	6.4	6	0	0	0	0	0	4	3	2
2022-11-03T04:00:00Z	0	6.7	6	0	2	3	0	0	7	2	1
2022-11-03T05:00:00Z	0	6.1	5	4	4	7	0	0	23	3	6
2022-11-03T06:00:00Z	0	5.1	4	0	22	22	6	3	124	8	34
2022-11-03T07:00:00Z	0	6.5	6	1	45	62	12	0	254	28	65
2022-11-03T08:00:00Z	0	6.3	6	2	77	96	11	0	502	50	172
2022-11-03T09:00:00Z	0	8	5	2	47	76	10	8	226	33	129
2022-11-03T10:00:00Z	0	9.8	6	2	70	76	6	3	89	36	69
2022-11-03T11:00:00Z	0	11.1	6	3	84	99	9	4	83	36	59
2022-11-03T12:00:00Z	0	11.1	6	4	77	94	16	1	108	65	90
2022-11-03T13:00:00Z	0	10.5	6	5	53	71	14	1	122	67	87
2022-11-03T14:00:00Z	0	10.3	5	6	36	48	9	0	113	61	72
2022-11-03T15:00:00Z	0	9.7	6	6	45	52	11	0	147	81	68
2022-11-03T16:00:00Z	0	9	7	6	41	66	18	11	199	122	69
2022-11-03T17:00:00Z	0	9	5	6	56	80	26	12	355	197	111
2022-11-03T18:00:00Z	0	8.3	7	6	80	114	19	10	314	164	93
2022-11-03T19:00:00Z	0	8.2	9	6	31	37	10	8	202	139	112
2022-11-03T20:00:00Z	0	6.1	7	5	22	23	5	9	115	108	74
2022-11-03T21:00:00Z	0	5.7	11	4	9	13	8	4	75	75	62
2022-11-03T22:00:00Z	0	4.9	10	1	5	9	7	3	64	53	18
2022-11-03T23:00:00Z	0	5.1	10	1	2	4	3	1	32	46	28
2022-11-04T00:00:00Z	0	4.4	11	1	2	7	2	1	19	28	14
2022-11-04T01:00:00Z	0	4	9	1	0	0	1	0	9	7	0
2022-11-04T02:00:00Z	0	3.8	10	1	2	2	0	0	7	6	2
2022-11-04T03:00:00Z	0	4.1	10	1	0	1	0	0	6	6	1
2022-11-04T04:00:00Z	0	3.7	10	0	3	5	0	1	7	1	3
2022-11-04T05:00:00Z	0	3.5	10	1	3	4	0	2	32	6	7
2022-11-04T06:00:00Z	0	3.2	10	1	19	28	4	2	116	8	29
2022-11-04T07:00:00Z	0	3.3	8	7	37	52	10	5	209	22	63
2022-11-04T08:00:00Z	0	4.3	7	6	58	70	16	13	377	37	149
2022-11-04T09:00:00Z	0	5.1	7	5	36	50	14	4	182	33	111
2022-11-04T10:00:00Z	0	7.1	9	5	42	63	7	2	82	15	67
2022-11-04T11:00:00Z	0	8.2	10	6	57	68	14	0	100	37	77
2022-11-04T12:00:00Z	0	9.4	10	6	67	84	6	4	100	74	102
2022-11-04T13:00:00Z	0	9.7	8	6	53	59	8	16	112	77	105
2022-11-04T14:00:00Z	0	10.8	8	6	70	81	19	6	122	106	87
2022-11-04T15:00:00Z	0	10.1	7	6	71	71	13	5	144	101	77
2022-11-04T16:00:00Z	0	10.1	9	6	60	85	18	7	212	141	85
2022-11-04T17:00:00Z	0	9.6	8	7	69	84	16	12	293	190	117
2022-11-04T18:00:00Z	0	9.7	5	7	43	56	16	2	247	151	124
2022-11-04T19:00:00Z	0	9	5	7	18	25	13	4	149	129	112
2022-11-04T20:00:00Z	0	8.9	4	7	9	25	10	4	108	99	96
2022-11-04T21:00:00Z	0	9.2	4	7	18	11	9	8	70	67	66
2022-11-04T22:00:00Z	0	9.4	5	7	9	10	3	2	67	51	30
2022-11-04T23:00:00Z	0	9.4	5	7	8	8	3	0	38	40	26
2022-11-05T00:00:00Z	0	9.9	6	7	5	6	2	1	26	34	28
2022-11-05T01:00:00Z	0	9.8	7	7	0	1	2	0	13	6	0
2022-11-05T02:00:00Z	0.4	9.4	6	7	2	1	0	0	12	14	7
2022-11-05T03:00:00Z	0.1	9.9	6	7	0	2	0	0	12	18	5
2022-11-05T04:00:00Z	0.3	9.6	7	7	0	0	0	0	10	2	0
2022-11-05T05:00:00Z	0.1	9.8	7	7	2	3	2	1	19	5	1
2022-11-05T06:00:00Z	0	11.1	8	7	5	3	2	1	34	4	10
2022-11-05T07:00:00Z	0.1	12.1	10	7	16	17	1	1	57	9	15
2022-11-05T08:00:00Z	0.2	12.4	11	7	36	46	6	4	52	12	35
2022-11-05T09:00:00Z	0	12.8	11	7	72	81	2	9	78	22	54
2022-11-05T10:00:00Z	0.1	12.5	9	7	61	74	6	3	97	30	75
2022-11-05T11:00:00Z	0	12.4	13	5	79	97	15	5	93	50	91
2022-11-05T12:00:00Z	0	12.3	14	5	80	109	17	1	100	75	110
2022-11-05T13:00:00Z	0.1	12.8	15	2	73	79	16	9	147	83	90
2022-11-05T14:00:00Z	0	13.1	12	2	104	115	13	11	131	79	103
2022-11-05T15:00:00Z	0	12.2	10	2	96	123	20	7	142	94	99
2022-11-05T16:00:00Z	0	12.1	6	1	75	103	15	4	111	103	77
2022-11-05T17:00:00Z	0	10.1	5	1	38	54	9	2	132	93	88
2022-11-05T18:00:00Z	0	9.3	5	1	15	19	4	3	107	85	109
2022-11-05T19:00:00Z	0	9	6	1	12	22	6	2	84	77	100
2022-11-05T20:00:00Z	0	9.7	6	6	13	11	2	0	139	68	97
2022-11-05T21:00:00Z	0	11	5	6	10	8	3	0	91	51	62
2022-11-05T22:00:00Z	0	10.8	9	6	5	5	3	1	56	33	41
2022-11-05T23:00:00Z	0	11.3	7	6	6	5	0	1	62	35	23
2022-11-06T00:00:00Z	0	10.6	9	5	1	6	2	0	30	31	12
2022-11-06T01:00:00Z	0	10.7	8	5	4	2	0	0	25	7	0
2022-11-06T02:00:00Z	0	10.8	4	6	0	3	0	0	18	26	7
2022-11-06T03:00:00Z	0	11	6	6	1	0	0	0	12	10	6
2022-11-06T04:00:00Z	0	11.8	10	6	0	0	1	0	5	6	3
2022-11-06T05:00:00Z	0.1	11.3	9	6	4	6	1	0	9	5	3
2022-11-06T06:00:00Z	0	10.4	8	3	5	5	0	1	27	4	8
2022-11-06T07:00:00Z	0	10.3	10	3	16	25	3	1	33	9	8
2022-11-06T08:00:00Z	0	10.2	9	3	50	61	4	0	66	15	19
2022-11-06T09:00:00Z	0	11.1	11	5	112	125	10	0	69	23	31
2022-11-06T10:00:00Z	0	11	10	4	134	163	10	2	64	30	53
2022-11-06T11:00:00Z	0	12.7	10	3	138	187	16	1	106	33	63
2022-11-06T12:00:00Z	0	12.3	11	6	120	165	23	1	138	66	87
2022-11-06T13:00:00Z	0	12.7	12	3	108	154	17	0	126	58	106
2022-11-06T14:00:00Z	0	12.5	13	6	93	117	6	0	103	61	92
2022-11-06T15:00:00Z	0.1	10.6	10	6	77	101	10	0	86	66	79
2022-11-06T16:00:00Z	0.4	9.7	8	5	76	79	15	0	109	78	69
2022-11-06T17:00:00Z	0.1	10	7	6	42	50	5	0	92	80	71
2022-11-06T18:00:00Z	0	8.9	8	3	17	18	10	0	91	95	84
2022-11-06T19:00:00Z	0	8.9	8	3	13	17	4	0	69	63	66
2022-11-06T20:00:00Z	0	8.9	9	2	17	20	5	0	68	50	65
2022-11-06T21:00:00Z	0	8.7	9	2	4	4	8	0	48	48	33
2022-11-06T22:00:00Z	0	8.6	10	2	1	3	4	0	33	31	25
2022-11-06T23:00:00Z	0	8.7	10	2	0	1	1	0	26	17	15
2022-11-07T00:00:00Z	0	8.9	9	6	1	2	0	0	13	18	9
2022-11-07T01:00:00Z	0	10	9	6	0	0	0	0	7	5	0
2022-11-07T02:00:00Z	0.1	10.5	9	6	0	0	0	0	4	8	2
2022-11-07T03:00:00Z	0.1	11.3	9	6	0	0	0	0	0	2	3
2022-11-07T04:00:00Z	0	12	8	6	1	1	0	1	10	2	2
2022-11-07T05:00:00Z	0.1	12.4	11	6	6	8	2	0	25	7	7
2022-11-07T06:00:00Z	0	12.7	13	6	12	21	8	2	131	8	25
2022-11-07T07:00:00Z	0	13	15	6	39	52	20	8	252	24	65
2022-11-07T08:00:00Z	0	13.3	15	7	57	77	45	108	528	63	189
2022-11-07T09:00:00Z	0	13.4	14	8	31	39	12	15	205	31	118
2022-11-07T10:00:00Z	0	13.7	15	8	22	23	8	9	62	20	70
2022-11-07T11:00:00Z	0	14.5	15	7	24	47	7	2	67	31	62
2022-11-07T12:00:00Z	0	14.9	15	7	20	36	7	7	102	63	81
2022-11-07T13:00:00Z	0	14.9	15	7	24	21	6	10	110	90	85
2022-11-07T14:00:00Z	0	15.2	16	7	15	33	15	9	101	77	66
2022-11-07T15:00:00Z	0	14.8	14	8	22	29	36	17	131	68	53
2022-11-07T16:00:00Z	0	15.1	14	8	35	43	33	17	226	114	81
2022-11-07T17:00:00Z	0	14.5	13	8	44	68	37	8	387	235	102
2022-11-07T18:00:00Z	0	14	13	8	53	65	13	8	282	186	83
2022-11-07T19:00:00Z	0.1	13.8	15	8	13	27	25	0	155	114	74
2022-11-07T20:00:00Z	0.1	13.5	17	8	8	11	9	0	103	79	64
2022-11-07T21:00:00Z	0	12.9	15	7	7	10	7	5	72	47	40
2022-11-07T22:00:00Z	0	11.7	15	7	1	1	4	4	41	26	26
2022-11-07T23:00:00Z	0	10.3	12	7	3	4	0	1	20	21	13
2022-11-08T00:00:00Z	0	10.3	12	3	1	0	0	0	18	15	9
2022-11-08T01:00:00Z	0	10.2	13	3	1	0	0	0	7	3	0
2022-11-08T02:00:00Z	0	9.8	11	3	1	4	0	0	4	9	5
2022-11-08T03:00:00Z	0	9.9	12	1	0	0	0	0	2	2	1
2022-11-08T04:00:00Z	0	10.2	9	1	1	4	0	0	2	0	1
2022-11-08T05:00:00Z	0	9.1	5	6	4	9	1	1	26	4	10
2022-11-08T06:00:00Z	0.2	9.8	7	7	27	28	9	0	134	8	30
2022-11-08T07:00:00Z	0	10.4	9	6	53	77	23	0	358	32	83
2022-11-08T08:00:00Z	0	9.8	11	6	93	127	45	0	722	68	271
2022-11-08T09:00:00Z	0	10.7	11	3	40	56	23	1	285	45	181
2022-11-08T10:00:00Z	0	10.7	13	4	33	52	5	3	86	37	83
2022-11-08T11:00:00Z	0	11.6	13	6	58	61	9	1	88	41	70
2022-11-08T12:00:00Z	0	12.1	13	6	37	58	10	1	122	58	102
2022-11-08T13:00:00Z	0	11.8	15	6	51	65	8	0	146	71	93
2022-11-08T14:00:00Z	0	11.8	13	6	29	47	32	0	112	73	79
2022-11-08T15:00:00Z	0	11.6	13	5	40	47	38	2	149	94	79
2022-11-08T16:00:00Z	0	10.6	10	3	64	83	32	1	283	170	94
2022-11-08T17:00:00Z	0	10.5	9	5	83	137	43	2	478	285	133
2022-11-08T18:00:00Z	0.1	10.3	10	6	75	106	26	0	362	231	129
2022-11-08T19:00:00Z	0	10.2	12	6	42	57	21	4	214	164	111
2022-11-08T20:00:00Z	0	10	11	3	25	23	17	5	143	107	89
2022-11-08T21:00:00Z	0	9.5	9	4	15	21	8	1	93	71	44
2022-11-08T22:00:00Z	0	9.4	9	3	4	9	4	0	74	48	19
2022-11-08T23:00:00Z	0	9.2	9	3	7	3	3	1	35	32	15
2022-11-09T00:00:00Z	0	9.2	10	5	1	3	2	0	18	21	9
2022-11-09T01:00:00Z	0	9.2	9	5	3	1	0	0	11	5	0
2022-11-09T02:00:00Z	0	8.6	9	5	0	0	0	0	4	7	2
2022-11-09T03:00:00Z	0	8.3	9	4	0	0	0	0	4	6	1
2022-11-09T04:00:00Z	0	8.2	9	2	2	3	0	1	3	0	2
2022-11-09T05:00:00Z	0	8.4	9	2	2	5	0	1	36	3	8
2022-11-09T06:00:00Z	0	8.2	10	6	21	27	10	0	153	9	38
2022-11-09T07:00:00Z	0	8.4	10	6	61	79	21	0	313	39	96
2022-11-09T08:00:00Z	0	8.8	11	6	104	126	49	2	724	68	219
2022-11-09T09:00:00Z	0.5	7.8	11	6	27	41	19	2	228	34	159
2022-11-09T10:00:00Z	0	8.2	9	3	39	42	8	1	112	35	81
2022-11-09T11:00:00Z	0	10.1	8	2	38	47	8	0	92	32	74
2022-11-09T12:00:00Z	0	11.3	8	3	47	56	9	1	105	66	98
2022-11-09T13:00:00Z	0	11.9	11	7	34	56	16	0	140	96	112
2022-11-09T14:00:00Z	0	11.8	11	7	26	39	19	0	122	83	77
2022-11-09T15:00:00Z	0	11.7	10	7	36	48	48	0	166	79	71
2022-11-09T16:00:00Z	0	11.4	10	7	54	68	46	0	237	165	89
2022-11-09T17:00:00Z	0	11.1	11	8	72	117	30	0	470	264	118
2022-11-09T18:00:00Z	0	11.4	11	8	73	133	16	0	371	216	127
2022-11-09T19:00:00Z	0	11.9	11	8	38	54	20	0	230	125	94
2022-11-09T20:00:00Z	0	12	14	5	17	20	17	0	137	113	75
2022-11-09T21:00:00Z	0	12	14	6	8	10	8	0	84	91	67
2022-11-09T22:00:00Z	0	12.4	13	6	5	9	9	0	70	50	41
2022-11-09T23:00:00Z	0	13	13	6	4	8	4	0	42	27	16
2022-11-10T00:00:00Z	0	13.1	12	7	2	4	2	0	11	20	11
2022-11-10T01:00:00Z	0	13.2	13	7	0	1	0	0	6	3	0
2022-11-10T02:00:00Z	0	13.1	14	6	0	1	0	0	4	7	2
2022-11-10T03:00:00Z	0	13.6	14	6	0	1	0	0	5	1	1
2022-11-10T04:00:00Z	0	13.7	14	6	1	2	0	0	8	2	2
2022-11-10T05:00:00Z	0	13.7	13	6	5	5	0	0	30	1	9
2022-11-10T06:00:00Z	0	13.7	15	7	7	14	5	0	147	10	41
2022-11-10T07:00:00Z	0	14	17	5	38	46	20	0	307	24	85
2022-11-10T08:00:00Z	0	14.1	17	6	69	94	47	0	636	72	246
2022-11-10T09:00:00Z	0	14.6	17	7	33	43	18	0	274	38	172
2022-11-10T10:00:00Z	0	14.6	18	7	24	29	10	1	99	39	84
2022-11-10T11:00:00Z	0	15	18	7	16	32	13	4	78	32	63
2022-11-10T12:00:00Z	0	15.5	19	7	17	30	6	0	114	68	97
2022-11-10T13:00:00Z	0	15	19	7	16	38	9	0	115	70	104
2022-11-10T14:00:00Z	0	15.5	20	7	16	30	17	0	116	74	84
2022-11-10T15:00:00Z	0	15.4	19	7	22	36	25	0	162	66	65
2022-11-10T16:00:00Z	0	15.4	18	7	37	59	39	2	242	134	74
2022-11-10T17:00:00Z	0	15.1	19	7	45	106	32	1	371	220	108
2022-11-10T18:00:00Z	0	14.9	19	8	51	100	23	1	327	204	115
2022-11-10T19:00:00Z	0	15.2	18	7	21	40	17	0	161	107	91
2022-11-10T20:00:00Z	0	15.3	20	7	17	21	10	0	131	90	90
2022-11-10T21:00:00Z	0	15.1	20	8	7	15	11	0	87	80	76
2022-11-10T22:00:00Z	0	15	19	7	4	5	2	0	71	77	33
2022-11-10T23:00:00Z	0	15	19	7	7	8	2	0	49	61	23
2022-11-11T00:00:00Z	0	15.2	18	7	1	5	2	0	20	29	12
2022-11-11T01:00:00Z	0	15.2	19	7	2	1	1	0	10	3	0
2022-11-11T02:00:00Z	0	15.1	22	7	0	1	0	0	6	7	1
2022-11-11T03:00:00Z	0	15.1	21	7	0	1	0	0	7	7	3
2022-11-11T04:00:00Z	0	15.1	19	7	1	1	0	0	3	3	2
2022-11-11T05:00:00Z	0	15.2	19	7	3	3	0	1	28	1	7
2022-11-11T06:00:00Z	0	15.4	21	7	5	10	8	1	114	8	29
2022-11-11T07:00:00Z	0	15.7	21	7	16	23	11	5	236	25	73
2022-11-11T08:00:00Z	0	15.8	22	6	39	54	35	45	394	54	139
2022-11-11T09:00:00Z	0	15.9	22	7	21	41	10	9	209	38	122
2022-11-11T10:00:00Z	0	15.9	18	7	26	35	10	2	90	30	78
2022-11-11T11:00:00Z	0	16.1	20	7	26	37	6	2	104	41	65
2022-11-11T12:00:00Z	0	16.2	20	7	16	42	17	0	117	65	104
2022-11-11T13:00:00Z	0	16.3	21	7	24	53	39	2	142	86	103
2022-11-11T14:00:00Z	0	15.9	18	7	21	45	16	11	131	92	97
2022-11-11T15:00:00Z	0	16	18	7	31	41	23	5	188	96	79
2022-11-11T16:00:00Z	0	15.7	17	7	35	50	17	0	220	116	96
2022-11-11T17:00:00Z	0	15.3	15	7	38	65	24	0	299	184	133
2022-11-11T18:00:00Z	0.2	14.7	13	7	30	61	9	0	239	136	142
2022-11-11T19:00:00Z	0.1	14.6	9	7	16	22	14	1	161	129	102
2022-11-11T20:00:00Z	0.7	14.2	9	7	17	37	11	0	114	88	93
2022-11-11T21:00:00Z	1	14	7	7	9	12	4	0	87	85	67
2022-11-11T22:00:00Z	0.4	13.6	3	7	3	7	6	0	75	68	57
2022-11-11T23:00:00Z	0	13.5	4	7	5	7	2	0	44	51	26
2022-11-12T00:00:00Z	0	14.1	5	7	5	8	5	0	32	51	21
2022-11-12T01:00:00Z	0	14.6	4	7	0	1	2	0	25	11	0
2022-11-12T02:00:00Z	0	14	6	7	0	2	0	0	13	26	8
2022-11-12T03:00:00Z	0	14.7	6	7	0	0	1	0	10	19	2
2022-11-12T04:00:00Z	0	14.6	8	6	1	1	0	0	9	10	3
2022-11-12T05:00:00Z	0	14.5	6	6	5	4	1	0	10	3	5
2022-11-12T06:00:00Z	0	13.8	6	7	4	6	3	0	33	9	10
2022-11-12T07:00:00Z	0	13.5	8	7	25	26	4	0	50	10	17
2022-11-12T08:00:00Z	0	13.1	9	7	47	48	6	0	75	18	36
2022-11-12T09:00:00Z	0	12.8	14	7	82	80	14	3	87	24	65
2022-11-12T10:00:00Z	0	12.8	14	7	67	85	15	0	123	35	56
2022-11-12T11:00:00Z	0	13.2	12	7	105	143	12	3	152	52	95
2022-11-12T12:00:00Z	0	13.4	13	7	92	116	17	1	173	75	101
2022-11-12T13:00:00Z	0	13.5	13	7	62	95	10	1	142	89	109
2022-11-12T14:00:00Z	0	13.3	11	7	48	76	9	0	123	71	103
2022-11-12T15:00:00Z	0	12.8	10	7	47	75	11	4	152	87	119
2022-11-12T16:00:00Z	0	13.2	8	7	36	50	21	0	137	93	88
2022-11-12T17:00:00Z	0	13.3	9	7	20	34	12	0	131	92	97
2022-11-12T18:00:00Z	0	13.3	11	7	18	34	15	1	136	64	99
2022-11-12T19:00:00Z	0	13.4	14	5	15	21	8	0	91	89	86
2022-11-12T20:00:00Z	0	13.5	15	3	10	23	5	0	81	69	93
2022-11-12T21:00:00Z	0	13.4	12	3	3	8	2	0	61	58	69
2022-11-12T22:00:00Z	0	13.4	8	7	3	3	8	0	67	37	48
2022-11-12T23:00:00Z	0	13.5	8	7	3	5	2	0	40	32	26
2022-11-13T00:00:00Z	0	13.5	7	3	3	9	2	0	38	43	26
2022-11-13T01:00:00Z	0	13.3	13	1	3	2	1	0	26	6	0
2022-11-13T02:00:00Z	0	13.1	11	1	3	3	0	0	27	16	6
2022-11-13T03:00:00Z	0	13.2	11	1	1	2	0	0	11	11	3
2022-11-13T04:00:00Z	0	13.7	16	1	0	0	1	0	6	8	5
2022-11-13T05:00:00Z	0	14	15	3	2	1	1	0	6	8	6
2022-11-13T06:00:00Z	0	13.8	11	6	6	9	0	0	22	3	3
2022-11-13T07:00:00Z	0	13.7	13	3	16	15	5	0	39	9	8
2022-11-13T08:00:00Z	0	13.7	17	7	65	59	7	0	47	5	23
2022-11-13T09:00:00Z	0	13.7	17	7	85	95	18	0	59	13	40
2022-11-13T10:00:00Z	0	14.3	14	6	100	106	15	0	86	26	50
2022-11-13T11:00:00Z	0	14.9	13	5	108	150	12	2	105	42	61
2022-11-13T12:00:00Z	0	15.5	15	7	107	132	10	13	114	49	88
2022-11-13T13:00:00Z	0	15.4	17	7	84	110	13	5	128	69	112
2022-11-13T14:00:00Z	0	15.2	16	7	92	110	12	13	132	66	100
2022-11-13T15:00:00Z	0	15	14	7	70	103	15	6	114	71	96
2022-11-13T16:00:00Z	0	14.4	13	7	27	55	11	12	106	84	83
2022-11-13T17:00:00Z	0	14.4	13	6	17	36	14	3	159	89	90
2022-11-13T18:00:00Z	0	14.2	12	7	14	14	10	0	106	94	91
2022-11-13T19:00:00Z	0	14.2	12	7	7	12	6	0	93	82	81
2022-11-13T20:00:00Z	0	14.3	15	7	6	10	3	1	66	65	68
2022-11-13T21:00:00Z	0	14.1	15	8	3	5	3	0	47	40	47
2022-11-13T22:00:00Z	0	14	15	8	2	4	2	0	25	47	32
2022-11-13T23:00:00Z	0.6	11.3	7	8	1	9	1	0	27	34	14
2022-11-14T00:00:00Z	0.4	11.1	3	8	2	0	4	0	18	16	7
2022-11-14T01:00:00Z	0.5	10.9	4	8	0	0	0	0	2	4	0
2022-11-14T02:00:00Z	1.3	10.6	4	8	0	0	0	0	4	6	2
2022-11-14T03:00:00Z	0.6	10.3	2	8	0	0	1	0	3	3	1
2022-11-14T04:00:00Z	0.4	10	1	8	1	2	0	0	4	3	1
2022-11-14T05:00:00Z	0.3	10.3	2	8	7	9	2	0	36	4	5
2022-11-14T06:00:00Z	0.4	10.1	3	8	14	15	6	0	123	4	29
2022-11-14T07:00:00Z	0.4	9.8	3	8	56	63	19	0	276	23	57
2022-11-14T08:00:00Z	0	9.8	4	7	90	120	51	0	544	63	188
2022-11-14T09:00:00Z	0	10.1	2	7	40	46	17	1	234	28	143
2022-11-14T10:00:00Z	0	10.6	3	7	60	72	10	1	101	21	60
2022-11-14T11:00:00Z	0	11.2	6	7	38	51	9	1	87	35	60
2022-11-14T12:00:00Z	0	11.7	8	6	64	82	13	4	106	70	97
2022-11-14T13:00:00Z	0	11.6	8	5	72	87	21	1	135	83	102
2022-11-14T14:00:00Z	0	11.8	10	6	50	78	24	3	127	86	72
2022-11-14T15:00:00Z	0	11.4	10	3	44	62	54	4	141	73	66
2022-11-14T16:00:00Z	0	10.5	11	1	53	77	43	6	255	115	94
2022-11-14T17:00:00Z	0	9.5	8	1	75	120	43	3	406	247	117
2022-11-14T18:00:00Z	0	9.4	14	1	75	90	32	0	334	212	98
2022-11-14T19:00:00Z	0	10.4	14	5	44	48	19	0	170	132	75
2022-11-14T20:00:00Z	0	11.5	20	7	13	12	13	0	120	100	78
2022-11-14T21:00:00Z	0	11.9	20	7	7	8	10	0	67	62	44
2022-11-14T22:00:00Z	0	11	25	8	2	1	6	0	59	30	18
2022-11-14T23:00:00Z	0.2	11.2	23	8	1	2	3	0	14	28	10
